name,url,address,phone,time,day,rest,traffic,tage,latitude,longitude
정동제일교회,https://korean.visitseoul.net/attractions/정동제일교회/KOP002132?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP002132,서울특별시 중구 정동 34,02-753-0001~3,"만곤 기독교 역사자료실  (사전 예약 필요)  화 ~ 금요일 10:00 ~ 17:00, 토요일 10:00 ~ 14:00   예배와 기도 일정에 따라 이용 시간에 차이가 있음",박물관 매일 운영,"만곤 기독교 역사자료실은 월요일, 일요일","2호선 시청 1번, 12번 출구 도보 10분 1호선 시청 1번, 12번 출구 도보 10분  ","정동제일교회,성지,종교,한국최초교회,정동교회,교회",37.56540453,126.9729265
정릉,https://korean.visitseoul.net/attractions/정릉/KOP003459?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP003459,서울 성북구 정릉동 508 508,02-914-5133,"2월 ~ 5월, 9월 ~ 10월 06:00~18:00 (매표 시간06:00~17:00) 6월 ~ 8월 06:00~18:30 (매표 시간06:00~17:30) 11월 ~ 1월 06:30~17:30 (매표 시간06:30~16:30)",화~일,월요일,"4호선 성신여대입구 6번 출구 1012번, 1211번, 1212번 버스 탑승 후 정릉입구 하차  "," 연산군묘, 산책로,조선왕조, 이성계, 태조, 신덕왕후, 조선왕릉, 정릉, 역사, 성신여대입구역,유적지",37.60122309,127.0075945
짚풀생활사박물관,https://korean.visitseoul.net/attractions/짚풀생활사박물관/KOP003332?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP003332,서울 종로구 명륜2가 8-4 ,02-743-8787,10:00 ~ 17:00,화~일,"월, 1월 1일, 설날, 추석연휴",4호선 혜화역 4번 출구 도보 10분," 짚풀생활사박물관, 역사,대학로, 공예체험, 유물, 동대문, 박물관,혜화역, 짚풀, 명륜동, 민속자료, 한옥",37.58485554,126.9998922
창경궁,https://korean.visitseoul.net/attractions/창경궁/KOP000297?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP000297,서울 종로구 와룡동 2-1 ,02-762-4868,09:00 ~ 21:00 (입장마감 20:00),화~일,월,4호선 혜화역 4번 출구 도보 15분  ,"창경궁,야경,궁궐야행,한국역사적명소,서울데이트코스,서울볼거리,서울야간데이트,한국전통문화,한국궁궐,서울여행코스,서울가볼만한곳,서울밤산책,서울궁궐,전통",37.57888092,126.9964488
창경궁 대온실 ,https://korean.visitseoul.net/attractions/창경궁-대온실/KOP037176?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP037176,서울 종로구 와룡동 2-1 ,(02) 762-4868~9,09:00 - 18:00,화 - 일,월요일,혜화역 4번출구 700m,"창경궁데이트,창경궁포토존,서울가볼만한곳,창경궁대온실,창경궁",37.57888092,126.9964488
청계천박물관,https://korean.visitseoul.net/attractions/청계천문화관/KOP004693?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP004693,서울 성동구 마장동 527-4 ,02-2286-3410,09:00 ~ 18:00,화~일,-월요일 -1월 1일,성수지선 용두역 5번 출구 도보 10분 1호선 제기동역 4번 출구 도보 15분," 청계천,역사, 제기동역,전시관, 청계천박물관, 생태,두물다리, 청계천문화관",37.57136717,127.0351012
홍지문 탕춘대성,https://korean.visitseoul.net/attractions/홍지문-탕춘대성/KOP004101?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP004101,서울 종로구 홍지동 산 4번지,02-120,상시개방,,,3호선 경복궁역 3번 출구 상명대 방면 버스 이용 상명대학교 앞 하차,"홍지문,홍지문탕춘대성,유적지,탕춘대성,역사,서대문,북한산성,홍지동",37.59903938,126.9573243
풍납토성,https://korean.visitseoul.net/attractions/풍납토성/KOP001953?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP001953,서울 송파구 풍납동 80-36 ,02-2147-2800,,,,5호선 천호역 10번 출구 도보 5분 8호선 천호역 10번 출구 도보 5분 ," 한강유적, 송파구,천호역, 한강, 백제, 유적지, 백제풍납토성, 풍납토성, 역사",37.53869421,127.1209155
한국가구박물관,https://korean.visitseoul.net/attractions/한국가구박물관/KOP003452?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP003452,서울 성북구 성북동 330-577 330-577,02-745-0181,평일 10:00 ~ 19:00 토요일 10:00 ~18:00,화~토,"-일, 월 -1월 1일 -설날, 추석 연휴 ",4호선 한성대입구 6번 출구 ,"한성대입구역,문화, 가구박물관, 목가구, 전시,박물관,목재, 한국가구박물관, 가구,전통가구, 성북동",37.60029173,126.9938721
한국금융사박물관,https://korean.visitseoul.net/attractions/한국금융사박물관-KR/KOP041681?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP041681,서울 중구 태평로1가 62-12 ,02-2151-7677,10:00 ~ 18:00 (17:00 입장마감),월~토,매주 일요일,2호선 시청역 3번 출구 5호선 광화문역 6번 출구,"화폐,한국금융사박물관,어린이체험,박물관,역사,금융",37.56871251,126.9765337
혜화문,https://korean.visitseoul.net/attractions/Hyehwamun/KOP023606?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP023606,서울 종로구 혜화동 28-5 ,02-120,24시간,월~일,연중무휴,4호선 한성대입구역 5번 출구 도보 5분," 혜화문, 동대문, 혜화동, 동소문, 혜화, 4소문, 성곽,도성, 한성대입구역, 사소문, 북동방, 성문",37.58785791,127.0037496
화계사,https://korean.visitseoul.net/attractions/Hotel-Cappuccino/KOP002021?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP002021,서울 강북구 수유1동 487 ,02-902-2663,"법회, 기도 불공 등 사찰 일정에 따라 이용 시간에 차이가 있음 ",,,4호선 수유역 3번 출구 2번 마을버스 화계사 앞 하차,"화계사, 자연, 흥선대원군, 템플스테이,사찰,숲,삼각산, 수유역",37.63242595,127.0073179
